text,intent,dialect,source
دعاء كرب بسرعة,islamic_advice,Hijazi,synthetic_aug
قولي وقت العشاء كم,prayer_time,Hijazi,synthetic_aug
"""اللفافة العتيقة تقول: 'الكنز في المكان اللي ظل أطول منارة يبوس أقدم بير وقت العصر.'""",prayer_time,Najdi,saudial
وين المخرج,locations,Najdi,synthetic
ممكن تساعدني,general,Eastern,synthetic
"""مرحبا يا مزارع الزمن! المشلح السحري حقك يخليك تنقز عبر القرون. ازرع 'قمح الثقوب الدودية' في الماضي، وكبّر 'بن حلقات الزمن' الحين، واحصد محاصيل باكر. صاحب شجر العرعر اللي يتكلم وحل ألغاز جدة الجبل الجوية. خلي عسير خضرا عبر الزمن!""",conversation,Southern,saudial
دعاء السفر من فضلك,islamic_advice,Najdi,synthetic_aug
وقت الفجر بكرة,prayer_time,Najdi,synthetic
"""خل اللحم يطبخ على مهل على الجمر، النكهة لازم تكون مضبوطة لضيوف المهرجان.""",diet,Hijazi,saudial
قولي إغماء مفاجئ يا أخوي,emergency,Eastern,synthetic_aug
"""حاصر القلعة، دفاعاتهم قوية في المغرب، بس بنلقى مدخل.""",prayer_time,Eastern,saudial
"""يلا، انقز في آلة الزمن! اليوم بنذوق الأكل النجدي الأصلي من 500 سنة. شغلتك: تقيم الأكلات بدون ما تزعل جدودنا. وتذكر، إذا القهوة مرة وايد، هذا مو قلة أدب - هذا هو التاريخ!""",islamic_advice,Najdi,saudial
قولي نتيجة التحاليل متى من فضلك,reminders,Najdi,synthetic_aug
احتاج أهلاً وسهلاً,general,Janoubi/Southern,synthetic_aug
ساعدني قراءة سورة البقرة في البيت يا أخوي,quran,Najdi,synthetic_aug
أكلة صحية للسكري,diet,Najdi,synthetic
احتاج كم باقي على العصر يا أخوي,prayer_time,Hijazi,synthetic_aug
الجرعة الزائدة خطرها إيش,medication,Najdi,synthetic
الدكتور المخصص لي وين,locations,Janoubi/Southern,synthetic
عربي ولا إنجليزي,general,Hijazi,synthetic
"""الكتاب العتيق يحكي عن دفينة في الجبل.""",conversation,Hijazi,saudial
"""في سرقة بنك الحين! استخدم سرعتك الخارقة وامسك الحرامية!""",islamic_advice,Eastern,saudial
"""أهلا، يا مبدع الموضة! ابتكر خط أزياء يخلط التصاميم السعودية التقليدية مع الموضة العالمية لأسبوع الأزياء في جدة. جدد العباية، وأعد تصميم الثوب، وسو إكسسوارات تجمع بين التراث والستايل الحديث. خلي الأزياء السعودية صيحة عالمية!""",general,Hijazi,saudial
ابغى اعرف وقت الظهر,prayer_time,Hijazi,synthetic
ساعدني روح جيب الدكتور بسرعة يا أخوي,emergency,Hijazi,synthetic_aug
"""سر الصحرا: 'إيش اللي يمشي على أربع الصبح، واتنين الظهر، وتلات بالليل؟'""",prayer_time,Hijazi,saudial
رفيق إيش اسمك,general,Janoubi/Southern,synthetic_aug
"""القبيلة كلها اجتمعت! يالله نبدأ نحكي القصص!""",conversation,Southern,saudial
"""يلا يلا، يا حجي الصغير! ساعد في إدارة مترو مكة في أزحم موسم حج. وصل الحجاج للمحطات الصح، خلي ماء زمزم يجري، وشوف إن الكل لابس الإحرام. بس خلي بالك من الجن الشقي اللي بيعطل ماكينات التذاكر! افتكر، 'الصبر مفتاح الفرج'.""",islamic_advice,Hijazi,saudial
قولي طعام يقوي القلب,diet,Najdi,synthetic_aug
وش تقدر تسوي لي,general,Eastern,synthetic
"""نكسر خط دفاعهم هنا، نفوز بالمعركة.""",emergency,Najdi,saudial
نتيجة التحاليل متى الحين,reminders,Najdi,synthetic_aug
وقت الصلاة في الرياض يا أخوي,prayer_time,Najdi,synthetic_aug
ما أحس بنص جسمي,emergency,Najdi,synthetic
دعاء الأكل,islamic_advice,Eastern,synthetic
الدكتور كتب لي دواء ما أعرفه بسرعة,medication,Najdi,synthetic_aug
وين أقرب صراف الحين,locations,Najdi,synthetic_aug
ابغى ذكرني بالأذكار بعد الصلاة بسرعة,prayer_time,Najdi,synthetic_aug
رفيق ذكي,conversation,Hijazi,synthetic
"""يالله يا مهندسين! جا وقت نوقف منصة السفانية القديمة. شغلتكم: تفككون الهيكل بأمان، وتحمون البيئة البحرية، وتعيدون تدوير أكثر ما يمكن من المواد. انتبهوا من سمك أبو مطرقة الفضولي - يحسبون معداتنا شعاب مرجانية يديدة!""",quran,Eastern,saudial
ابغى الدفاع المدني رقمه الحين,locations,Janoubi/Southern,synthetic_aug
ساعدني فضل المشي للمسجد يا أخوي,islamic_advice,Janoubi/Southern,synthetic_aug
"""سلام عليكم، يا رايد الكوانتم! قود فريق من الباحثين في مدينة الملك عبدالعزيز للعلوم والتقنية. طور خوارزميات كمية لحل مشاكل معقدة في التنقيب عن النفط وتوقعات الطقس والتشفير. وسع حدود الحوسبة وخل السعودية تكون في مقدمة الثورة الكمية!""",quran,Najdi,saudial
رفيق كيف تشتغل الحين,conversation,Hijazi,synthetic_aug
ممكن آية الطمأنينة من فضلك,quran,Eastern,synthetic_aug
"""لف العجلة بهدوء، الجرة لازم تكون كاملة للسوق.""",locations,Eastern,saudial
ساعدني فتوى سريعة الحين,islamic_advice,Hijazi,synthetic_aug
ساعدني الصيدلية فتحانة الحين يا أخوي,locations,Janoubi/Southern,synthetic_aug
ابغى باقي على المغرب كم دقيقة,prayer_time,Hijazi,synthetic_aug
"""يا سلام، يا صياد الحبوب الشجاع! صغروك قد حبة البن. سافر في الزمن عشان تحافظ على البن الخولاني الأصيل. فلّ من الهبوب، صاحب الورل الكبير، واجمع عسل السدر للقوة. تذكر، 'البن سر اليمن' - القهوة هي سر اليمن... وجبالنا!""",medication,Southern,saudial
"""الأكسجين عندنا في خطر. لازم نوسع البيت الأخضر على طول.""",emergency,Najdi,saudial
"""سلام عليكم، يا الصقار الطموح! تعلم فن الصقارة القديم في قلب نجد. درب صقرك، وأتقن طرق الصيد القديمة، وشارك في مسابقات الصقارة. حافظ على هالتراث الأصيل وانت ملتزم بطرق حماية البيئة الحديثة.""",islamic_advice,Najdi,saudial
يا رفيق عصير طبيعي للضغط من فضلك,diet,Najdi,synthetic_aug
احتاج سولفلي بسرعة,conversation,Najdi,synthetic_aug
فقدت وعيي,emergency,Janoubi/Southern,synthetic
ابغى ذكرني بالدواء من فضلك,medication,Hijazi,synthetic_aug
درجة الحرارة اليوم,general,Janoubi/Southern,synthetic
ابغى صلاة الضحى متى وكم ركعة يا أخوي,prayer_time,Hijazi,synthetic_aug
احترقت يدي,emergency,Eastern,synthetic
قولي ايش الجديد في العالم,conversation,Hijazi,synthetic_aug
فعّل التنبيهات,reminders,Najdi,synthetic
"""إنتبه من النوارس، يبغوا ياخذوا أكلك!""",diet,Hijazi,saudial
ابغى حديث نبوي من فضلك,islamic_advice,Janoubi/Southern,synthetic_aug
اضبط منبه بكرة الفجر الحين,reminders,Hijazi,synthetic_aug
ابغى تساعدني مرحبا من فضلك,general,Najdi,synthetic_aug
ممكن طارئ طارئ محتاج مساعدة يا أخوي,emergency,Najdi,synthetic_aug
ابغى تساعدني أحتاج مساعدة فورية الحين,emergency,Janoubi/Southern,synthetic_aug
ثواب الصلاة,islamic_advice,Janoubi/Southern,synthetic
"""أهلا، يا حامي البيئة في البحر الأحمر! طور منتجعات فخمة مستدامة مع حماية الحياة البحرية. نفذ مشاريع الطاقة المتجددة، دير موارد المية، وابتكر أنشطة ما تضر البيئة للسياح. اشتغل مع المجتمعات المحلية والخبراء الدوليين. خلي مشروع البحر الأحمر مثال للسياحة المستدامة!""",conversation,Hijazi,saudial
"""هلا، يا عبقري الترفيه! نظم فعاليات موسم الرياض الخرافية. احجز فنانين عالميين، وجهز تجارب غامرة، ودير الزحمة الكبيرة. اخلط الثقافة السعودية مع الترفيه العالمي. سو لحظات ما تنتسي وخل الرياض على المسرح العالمي!""",islamic_advice,Najdi,saudial
لا تنساني بالدواء الحين,reminders,Najdi,synthetic_aug
رفيق تصبح على خير بسرعة,general,Najdi,synthetic_aug
ساعدني خطة أكل رمضان,diet,Najdi,synthetic_aug
يا رفيق أغنية شعبية سعودية يا أخوي,conversation,Hijazi,synthetic_aug
رفيق وقت دوائي,medication,Janoubi/Southern,synthetic_aug
يا رفيق موقع الرياض إيش مرجع الحين,locations,Najdi,synthetic_aug
ممكن أسبرين في البيت,medication,Hijazi,synthetic_aug
ممكن تراث نجدي,conversation,Eastern,synthetic_aug
صباح الخير من فضلك,general,Eastern,synthetic_aug
"""يا مرحبا في مشتل المرجان في البحر الأحمر! شغلتك: تزرع مرجان يتحمل الحرارة، وتحطه على الشعاب المتضررة، وتحميه من نجمة البحر الشوكية. استخدم الدرونات تحت المية بحكمة، وافتكر - كل بوليب مهم في حربنا ضد تغير المناخ!""",quran,Hijazi,saudial
إلى اللقاء من فضلك,general,Janoubi/Southern,synthetic_aug
"""نظام المرور الذكي يتوقع زحمة كبيرة جنب الحرم. حول الحجاج للممرات الذكية الجديدة.""",islamic_advice,Hijazi,saudial
"""أهلا، يا نجم كورة الشوارع! نافس في ماتشات قوية على طول كورنيش جدة الزحمة. استخدم البيئة بإبداع - نطط الكورة من النخل، وسوي حركات باستخدام البنشات، وسجل في القولات المفاجئة. اتحرك بين السياح المندهشين والناس اللي بتتسوق. كون ملك أو ملكة كورة الشوارع في جدة بلا منازع!""",locations,Hijazi,saudial
ابغى نبهني الساعة سبعة الصبح بسرعة,reminders,Eastern,synthetic_aug
رفيق سبحان الله وبحمده يا أخوي,islamic_advice,Najdi,synthetic_aug
وداعاً,general,Hijazi,synthetic
وش أكل اليوم,diet,Najdi,synthetic
حق الأولاد,islamic_advice,Eastern,synthetic
"""هلا، يا لاعب الكورة العامل في البترول! بعد الشفت حقك، انضم لدوري الخماسي القوي اللي ينلعب على طول في حقول البترول. تحرك بين المضخات والأنابيب، واتقن فن اللعب على الملاعب الرملية، ونافس ضد فرق من شركات البترول المختلفة. ارتقي في المراتب عشان تمثل شركتك في البطولة الوطنية لصناعة البترول!""",general,Eastern,saudial
ابغى تساعدني أذكار الصباح من فضلك,islamic_advice,Najdi,synthetic_aug
اذكرني بصلاة المغرب من فضلك,prayer_time,Najdi,synthetic_aug
إيش رأيك في الحياة من فضلك,conversation,Hijazi,synthetic_aug
ابغى تساعدني آية الكرسي قبل النوم,quran,Hijazi,synthetic_aug
ابغى تساعدني حديث نبوي من فضلك,islamic_advice,Hijazi,synthetic_aug
ابغى أقرب جهة حكومية بسرعة,locations,Eastern,synthetic_aug
أوقات الصلاة الأسبوع القادم,prayer_time,Janoubi/Southern,synthetic
ابغى تساعدني الدعاء للميت,islamic_advice,Najdi,synthetic_aug
ابغى تساعدني وقعت وما أقدر أقوم بسرعة,emergency,Najdi,synthetic_aug
ابغى أضف دواء جديد لجدولي الحين,medication,Najdi,synthetic_aug
ضغطي عالي يا أخوي,emergency,Hijazi,synthetic_aug
شغل القرآن برتابة هادئة,quran,Janoubi/Southern,synthetic
اقرأ آية الكرسي يا أخوي,quran,Hijazi,synthetic_aug
احتاج صلاة التهجد متى يا أخوي,prayer_time,Najdi,synthetic_aug
احتاج أكلة صحية للسكري بسرعة,diet,Najdi,synthetic_aug
"""هلا، يا تاجر اللولو الطموح! ابني إمبراطوريتك في تجارة اللولو في أسواق الدمام الزحمة. فاوض الغواصين، وقيّم جودة اللولو، وبيع واشتري مع التجار العالميين. تعامل ويا تقلبات السوق والمنافسة عشان تصير أشهر تاجر لولو في الخليج!""",locations,Eastern,saudial
ابغى وقت الفجر بكرة,prayer_time,Janoubi/Southern,synthetic_aug
ساعدني ذكرني أصلي الضحى الحين,reminders,Janoubi/Southern,synthetic_aug
رفيق نجدة نجدة,emergency,Najdi,synthetic_aug
ابغى كسرت رجلي,emergency,Hijazi,synthetic_aug
أحتاج مساعدة فورية الحين,emergency,Janoubi/Southern,synthetic_aug
ابغى تساعدني حديث عن الصبر,islamic_advice,Janoubi/Southern,synthetic_aug
رفيق حق الجار من فضلك,islamic_advice,Eastern,synthetic_aug
السعودية قديماً وحديثاً يا أخوي,conversation,Janoubi/Southern,synthetic_aug
ابغى محتاج أشتري دواء,medication,Janoubi/Southern,synthetic_aug
ابغى كلمني من فضلك,conversation,Hijazi,synthetic_aug
ابغى تساعدني وقت العشاء كم الحين,prayer_time,Janoubi/Southern,synthetic_aug
أقرب جهة حكومية يا أخوي,locations,Najdi,synthetic_aug
فاكهة للسكري,diet,Eastern,synthetic
يا رفيق شغل القرآن برتابة هادئة الحين,quran,Eastern,synthetic_aug
عشاء صغير,diet,Najdi,synthetic
ليلة طيبة,general,Eastern,synthetic
ابغى دعاء دخول المسجد الحين,islamic_advice,Hijazi,synthetic_aug
"""في وسط أبها، وين الضباب يحضن الجبل، نلقى سر سكينة المدينة.""",locations,Southern,saudial
رفيق حمية الكلى بسرعة,diet,Najdi,synthetic_aug
"""السيل جاي! لازم نقوي البيوت الحجر القديمة قبل ما يفوت الفوت!""",islamic_advice,Southern,saudial
ابغى قول شيء بالعربي الحين,general,Najdi,synthetic_aug
رفيق قيام الليل الساعة كم بسرعة,prayer_time,Najdi,synthetic_aug
حفظ سورة قصيرة من فضلك,quran,Najdi,synthetic_aug
صلاة الاستسقاء متى,prayer_time,Najdi,synthetic
احتاج كيف أحفظ الأنسولين,medication,Najdi,synthetic_aug
ابغى السنة النبوية من فضلك,islamic_advice,Eastern,synthetic_aug
احتاج أعد هذه الآية الحين,quran,Najdi,synthetic_aug
ممكن قيام الليل الساعة كم الحين,prayer_time,Hijazi,synthetic_aug
ابغى وقفت التنبيهات يا أخوي,reminders,Janoubi/Southern,synthetic_aug
خطة أكل رمضان بسرعة,diet,Eastern,synthetic_aug
ساعدني وش تقدر تسوي لي,general,Najdi,synthetic_aug
ابغى تساعدني ذكرني اتصل بالصيدلية من فضلك,reminders,Najdi,synthetic_aug
يا رفيق فطور صحي ايش آكل,diet,Hijazi,synthetic_aug
ابغى اقرأ علي آية,quran,Hijazi,synthetic_aug
ابغى الصيدلية فتحانة الحين,locations,Eastern,synthetic_aug
قولي الكشف الدوري موعده يا أخوي,reminders,Eastern,synthetic_aug
احتاج وش أشرب الحين,diet,Hijazi,synthetic_aug
"""يا هلا بالتاجر الصغير في درب اللبان القديم! وجه قافلة جمالك من ظفار للمكة، وتاجر بعقل، وانتبه من الهبايب والحرامية. قراراتك بتصنع التاريخ - بتصير تاجر أسطوري ولا قصة عبرة؟""",general,Southern,saudial
آية عن الجنة,quran,Hijazi,synthetic
يا رفيق ألم المعدة وش أكل يا أخوي,diet,Hijazi,synthetic_aug
"""المطر بدري السنة يا غالي. محتاجين نقوي المساطب قبل ما تنجرف. جدودنا زرعوا السفوح ذي ألف سنة - حكمتهم في كل حجر. خلنا نوري الجبال إننا راس يابس زيها!""",islamic_advice,Southern,saudial
ممكن وين أجد الأخصائي بسرعة,locations,Eastern,synthetic_aug
راتبة الظهر كم,prayer_time,Najdi,synthetic
رفيق تاريخ انتهاء الدواء بسرعة,medication,Najdi,synthetic_aug
ساعدني ثواب الوضوء من فضلك,islamic_advice,Eastern,synthetic_aug
زيت الزيتون مفيد,diet,Hijazi,synthetic
"""بشنب الملك سعود! هالنقش هو مفتاح الحجرة المخبية!""",quran,Southern,saudial
يا رفيق أكل يقلل الكوليسترول,diet,Janoubi/Southern,synthetic_aug
يا رفيق غداء خفيف بسرعة,diet,Najdi,synthetic_aug
"""اخلط الخط العربي التقليدي مع طرق النحت الحديثة. شغلك الفني حينعرض على الكورنيش!""",quran,Hijazi,saudial
أعشاب بديلة للدواء بسرعة,medication,Eastern,synthetic_aug
ساعدني سورة المزمل الحين,quran,Janoubi/Southern,synthetic_aug
قولي الإمام يصلي الحين من فضلك,prayer_time,Najdi,synthetic_aug
ابغى تساعدني الدعاء المستجاب,islamic_advice,Najdi,synthetic_aug
"""أهلاً، يا حكم المستقبل! انضم لأكاديمية الحكام الافتراضية المتطورة حقت الاتحاد السعودي للكورة. استخدم الواقع الافتراضي عشان تاخذ قرارات سريعة في مواقف المباراة الصعبة. تعلم تفاصيل تقنية الفيديو المساعد، واتقن قاعدة التسلل، وتعامل مع مشاكل اللعيبة. ارتقي في المراتب عشان تحكم أكبر المباريات في الكورة السعودية!""",general,Najdi,saudial
قولي حبوب المناعة,medication,Hijazi,synthetic_aug
دعاء المريض,islamic_advice,Najdi,synthetic
احتاج شغل القرآن برتابة هادئة,quran,Eastern,synthetic_aug
تكلم أبطأ,general,Najdi,synthetic
"""الكنز مدفون وين تلتقي الشمس مع الرمل.""",locations,Eastern,saudial
ممكن علمني سورة الإخلاص من فضلك,quran,Najdi,synthetic_aug
ابغى تساعدني الفجر الساعة كم بكرة الحين,prayer_time,Eastern,synthetic_aug
قولي أكل يقلل الكوليسترول يا أخوي,diet,Hijazi,synthetic_aug
أذكار المساء,islamic_advice,Najdi,synthetic
أحتاج مساعدة فورية,emergency,Hijazi,synthetic
"""سلام عليكم، يا حامي العادات! حيي السوق القديم في الرياض العتيقة. رمم الدكاكين الطينية، وجيب الحرفيين التقليديين، ونظم فعاليات ثقافية. وازن بين الأصالة وحاجات الزمن الحالي. سوّ متحف حي يقدر الزوار يشوفون فيه تراث المملكة التجاري الغني!""",locations,Najdi,saudial
احتاج التوبة كيف,islamic_advice,Najdi,synthetic_aug
ساعدني اتصل بالإسعاف الحين,emergency,Najdi,synthetic_aug
ابغى دعاء,islamic_advice,Eastern,synthetic
ابغى تساعدني الدواء ما صرف في الصيدلية يا أخوي,medication,Janoubi/Southern,synthetic_aug
احتاج الفجر الساعة كم بكرة من فضلك,prayer_time,Eastern,synthetic_aug
"""خلنا ندور أفضل الصفقات في السوق قبل ما نكمل.""",locations,Najdi,saudial
بسم الله الرحمن الرحيم,islamic_advice,Hijazi,synthetic
رفيق الكهرباء أصابتني,emergency,Eastern,synthetic_aug
هل الدواء مع القهوة,medication,Janoubi/Southern,synthetic
يا رفيق مسكن للألم يا أخوي,medication,Najdi,synthetic_aug
ابغى بيت شعر عن الأمل الحين,conversation,Hijazi,synthetic_aug
زهقت كلمني شوي,conversation,Najdi,synthetic
رفيق سكري نازل,emergency,Eastern,synthetic_aug
يا رفيق سنة الفجر كم ركعة يا أخوي,prayer_time,Janoubi/Southern,synthetic_aug
رفيق صليت الظهر بسرعة,prayer_time,Eastern,synthetic_aug
"""عشان تفتح الدور الجاي، حل الفزورة عن العلماء العرب. خذ لك مساعدة: هو اللي طور علم الجبر!""",general,Eastern,saudial
ساعدني وضّح لي,general,Najdi,synthetic_aug
"""الغيص العود يوشوش، 'اسمع البحر، هو يدري وين الصدف مختبي.' استخدم السونار بعقل، بس اسمع حدسك بعد. وانتبه من سمك أبو مطرقة - ما يدورون اللولو، بس يمكن يحسبونك سندويش!""",locations,Eastern,saudial
الأذان الأول والثاني بسرعة,prayer_time,Najdi,synthetic_aug
"""ممتاز! سويت محطة تحلية. يلا نستخدمها عشان نسوي واحة في الصحرا!""",locations,Eastern,saudial
ابغى الإنسولين الساعة كم الحين,medication,Hijazi,synthetic_aug
احتاج آخر آية نزلت من فضلك,quran,Najdi,synthetic_aug
احتاج وقت الصلاة في الرياض من فضلك,prayer_time,Najdi,synthetic_aug
"""النصر بالخطة مو بالقوة.""",reminders,Southern,saudial
دكتور نفسي وين,locations,Janoubi/Southern,synthetic
موعد زيارة العائلة,reminders,Hijazi,synthetic
ابغى تساعدني صلاة الاستسقاء متى,prayer_time,Eastern,synthetic_aug
الصوت عالي خفف,general,Hijazi,synthetic
ساعدني دائرة المعاشات وين,locations,Janoubi/Southern,synthetic_aug
ما أفهم الحين,general,Hijazi,synthetic_aug
ابغى تساعدني دعاء بعد الأذان الحين,prayer_time,Eastern,synthetic_aug
ابغى بديل لهذا الدواء يا أخوي,medication,Eastern,synthetic_aug
رفيق خضار طازجة كيف أحضرها يا أخوي,diet,Hijazi,synthetic_aug
احتاج قصة فيها عبرة,conversation,Najdi,synthetic_aug
يا رفيق شغل سورة الفاتحة يا أخوي,quran,Najdi,synthetic_aug
ابغى شكراً رفيق يا أخوي,conversation,Janoubi/Southern,synthetic_aug
"""يلا يالغالي، ادخل سوق الرياض القديم الافتراضي! فاصل التجار الآليين على البسط الطيارة، وبدل دنانيرك الرقمية بفوانيس سحرية، ولا تنسى تذوق التمر الرقمي الكامل. بس انتبه من النشالة الرقميين الشاطرين - يمكن يشلحون محفظتك الافتراضية أسرع من ما تقول 'افتح يا سمسم'!""",reminders,Najdi,saudial
"""سلام عليكم، يا سفير الكورة! في موسم الحج، نظم مباريات ودية بين الحجاج من البلدان المختلفة. استخدم الكورة عشان تقرب الثقافات، وتعزز التفاهم، وتظهر الضيافة السعودية. تعامل مع الحساسيات الثقافية، واتغلب على مشاكل اللغة، واخلق لحظات ما تتنسى من الوحدة من خلال اللعبة الحلوة!""",islamic_advice,Hijazi,saudial
يا رفيق شغّل أذان مكة,prayer_time,Najdi,synthetic_aug
حدثني عن نفسك,conversation,Janoubi/Southern,synthetic
ابغى ابغى أشتري من الصيدلية,locations,Janoubi/Southern,synthetic_aug
سيرة النبي صلى الله عليه وسلم,islamic_advice,Najdi,synthetic
وش أشرب غير الماء,diet,Hijazi,synthetic
ابغى خطة غذاء الحين,diet,Janoubi/Southern,synthetic_aug
وقعت من السلم الحين,emergency,Najdi,synthetic_aug
قولي فاكهة للسكري بسرعة,diet,Janoubi/Southern,synthetic_aug
احتاج وصلت الحمراء وين أروح من فضلك,locations,Janoubi/Southern,synthetic_aug
حكاية قديمة الحين,conversation,Hijazi,synthetic_aug
احتاج البوابة وين,locations,Janoubi/Southern,synthetic_aug
"""ثبتوا في الخط! لا تخلوهم يكسرون!""",emergency,Southern,saudial
ابغى صحيان لصلاة الفجر,prayer_time,Hijazi,synthetic
قول شيء بالعربي,general,Janoubi/Southern,synthetic
"""محطة الجمرات زحمة. خلينا ناخد القطر اللي بعده لعرفات أحسن.""",locations,Hijazi,saudial
"""حياك في القدية، يا ملك الترفيه المستقبلي! صمم مدن ملاهي خرافية، وملاعب رياضية عالمية، وقاعات حفلات متطورة. وازن بين الونّاسة والأصالة. سوّ تجارب ما تنتسي تخلي السعودية على خريطة الترفيه العالمية!""",locations,Najdi,saudial
"""مرحبتين، يا معلم بناء السفن! حيي فن بناء البوم في موانئ الدمام. اختار أحسن خشب، وصمم هياكل معقدة، وشرف على عملية البنا. سوي سفن تحترم تراثنا البحري وتناسب معايير الإبحار الحديثة.""",islamic_advice,Eastern,saudial
موقف السيارات وين,locations,Hijazi,synthetic
يا رفيق تذكير بمراجعة البنك من فضلك,reminders,Najdi,synthetic_aug
جلسة العلاج متى,reminders,Hijazi,synthetic
ساعدني كيف أروح البنك يا أخوي,locations,Najdi,synthetic_aug
"""يلا، يا منظم المهرجان! رتب مهرجان الفنون الشعبية السنوي في عسير. اعرض الرقصات والموسيقى واللبس التقليدي. ادع الحرفيين المهرة يوروا الحرف القديمة. نظم مسابقات للفنانين الصغار. احتفل بالتراث الثقافي الخاص بعسير واحفظه للأجيال الجاية!""",quran,Southern,saudial
دواء السكر,medication,Hijazi,synthetic
"""بنعبر النيل مع الفجر، النهر يكون هادي ذاك الوقت.""",prayer_time,Southern,saudial
ابغى هل أصلي استخارة,islamic_advice,Najdi,synthetic_aug
قولي ثواب الصلاة,islamic_advice,Eastern,synthetic_aug
ممكن أعد ما قلته بسرعة,general,Hijazi,synthetic_aug
رفيق المعوذتين اقرأها بسرعة,quran,Hijazi,synthetic_aug
يا رفيق ذكر الله الحين,islamic_advice,Eastern,synthetic_aug
ابغى هل أنت ذكي بسرعة,conversation,Janoubi/Southern,synthetic_aug
"""حياك يالمحقق حاد النظر، في لغز الربع الخالي! شغلتك: تفرق بين الواحات الحقيقية والسراب الشاطر. استخدم المناظير المطورة بالذكاء الاصطناعي، واسمع حدسك، وتذكر - في الصحرا اللامعة هذي، حتى آثار رجولك يمكن تلعب عليك!""",quran,Najdi,saudial
أنت مفيد,general,Najdi,synthetic
رفيق تراث نجدي من فضلك,conversation,Hijazi,synthetic_aug
رفيق ذكي يا أخوي,conversation,Eastern,synthetic_aug
وين القبلة,prayer_time,Hijazi,synthetic
ممكن تلاوة هادئة للنوم الحين,quran,Najdi,synthetic_aug
ذكرني اتصل بالصيدلية,reminders,Eastern,synthetic
"""افرك الورق على الجرح، العشب هذا مستخدم من زمان.""",emergency,Najdi,saudial
"""فاصل مع راعي المحل، الأسعار في سوق القاهرة أحيان تخدعك.""",locations,Eastern,saudial
إيش تعرف عن السعودية,conversation,Hijazi,synthetic
المبنى رقم كم,locations,Eastern,synthetic
ساعدني المنبه ما صحاني يا أخوي,reminders,Najdi,synthetic_aug
شغل سورة الفاتحة,quran,Najdi,synthetic
دعاء في القرآن من فضلك,quran,Najdi,synthetic_aug
ابغى تساعدني طعام خفيف للمعدة,diet,Hijazi,synthetic_aug
"""البس نظارة الواقع عشان تشوف خريطة الكنز المخبية!""",locations,Najdi,saudial
"""سوق الدبابة يسار، لازم نصدهم!""",locations,Hijazi,saudial
ابغى تساعدني وش يؤثر على فاعلية الدواء الحين,medication,Najdi,synthetic_aug
ابغى تساعدني علمني سورة الإخلاص يا أخوي,quran,Najdi,synthetic_aug
ساعدني كم جرعة آخذ,medication,Najdi,synthetic_aug
شغل سورة الكهف,quran,Janoubi/Southern,synthetic
"""دحين، تمرن على الطواف. افتكر تبدأ من الحجر الأسود وتمشي عكس عقارب الساعة.""",islamic_advice,Hijazi,saudial
ابغى أجر عيادة المريض يا أخوي,islamic_advice,Janoubi/Southern,synthetic_aug
ذكرني بجواز السفر,reminders,Janoubi/Southern,synthetic
ابغى ما اسمك الحين,general,Hijazi,synthetic_aug
وش أكل اليوم بسرعة,diet,Hijazi,synthetic_aug
صباح الخير بسرعة,general,Janoubi/Southern,synthetic_aug
حديث عن الصبر,islamic_advice,Eastern,synthetic
اتجاه الكعبة وين,prayer_time,Hijazi,synthetic
قولي ابغى اسمع قرآن,quran,Najdi,synthetic_aug
ابغى تساعدني وين أقرب بنزينة,locations,Najdi,synthetic_aug
ساعدني ابغى أسمع صوت بسرعة,conversation,Eastern,synthetic_aug
رجيم مناسب لي,diet,Najdi,synthetic
"""السوق القديم فيه حزاوي ما يقدر المول الجديد يحكيها.""",locations,Hijazi,saudial
ساعدني تاريخ الرياض يا أخوي,conversation,Eastern,synthetic_aug
دجاج مشوي بدون جلد,diet,Eastern,synthetic
قولي ناسي أخذ الدواء الصبح,medication,Najdi,synthetic_aug
يا رفيق مركز الأشعة وين,locations,Hijazi,synthetic_aug
يا رفيق كم جزء في القرآن الحين,quran,Eastern,synthetic_aug
احتاج السلام عليكم الحين,general,Hijazi,synthetic_aug
قولي دعاء بعد الأذان,prayer_time,Eastern,synthetic_aug
تمرين الصبح الساعة كم,reminders,Eastern,synthetic
"""مرحبا، يا منظم فعاليات رمضان! سوي مهرجان كورة ليلي ما يتنسى في الشهر الكريم. خطط لبطولات بالليل، وجهز أماكن للفطور للاعيبة والمشجعين، ونظم ماتشات للخير. وازن بين حماس الكورة والأجواء الروحانية لرمضان. خلي المهرجان دا يصير تقليد جديد في الكورة السعودية!""",diet,Hijazi,saudial
ابغى تساعدني خضار طازجة كيف أحضرها بسرعة,diet,Hijazi,synthetic_aug
رفيق إلى اللقاء الحين,general,Eastern,synthetic_aug
ابغى تساعدني عيادة القلب وين يا أخوي,locations,Hijazi,synthetic_aug
احتاج الدواء هذا إيش يسوي,medication,Najdi,synthetic_aug
ذكرني بالإبرة بعد العشاء بسرعة,medication,Hijazi,synthetic_aug
"""سلام، يا محفز الابتكار! حول الدمام لبيئة تقنية مزدهرة. جيب الشركات اليديدة، سو أماكن شغل مشتركة، ونظم فعاليات تقنية. تعاون ويا الجامعات في البحث والتطوير. ركز على تقنيات النفط والطاقة المتجددة وحلول المدن الذكية. خل المنطقة الشرقية تصير وادي السيليكون السعودي!""",quran,Eastern,saudial
